pk_id,image_cap,image_obj
6295,"['a cake shaped like a train is on a table .', 'a cake shaped like a train is on a table', 'a cake shaped like a teddy bear on a table .']","['loudspeaker, speaker, speaker unit, loudspeaker system, speaker system', 'piggy bank, penny bank']"
6296,"['a man is holding a toothbrush in his mouth .', 'a man holding a frisbee in his hands .', 'a man is holding a frisbee in his hand .']","['strawberry', 'hotdog, hot dog, red hot']"
6297,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie is holding a cell phone .', 'a man in a suit and tie standing in a room']","['television, television system', 'shower cap']"
6298,"['a woman holding a stop sign in front of a building .', 'a woman holding a stop sign in front of a sign .', 'a woman holding a stop sign in front of a building']","['racket, racquet', 'jean, blue jean, denim']"
6299,"['a vase filled with purple and yellow flowers .', 'a vase filled with lots of purple flowers .', 'a vase filled with lots of flowers on top of a table .']","['vase', 'pot, flowerpot']"
6300,"['a stuffed animal is sitting next to a book .', 'a stuffed animal is sitting on a table', 'a stuffed animal is sitting on a book .']","['perfume, essence', 'lotion']"
6301,"['a glass vase with some flowers inside of it', 'a glass vase with a flower in it', 'a glass vase with a flower in it .']","['hourglass', 'perfume, essence']"
6302,"['a dog laying on the floor next to a bed .', 'a dog laying on the floor next to a bed', 'a dog laying on top of a bed next to a wall .']","['prayer rug, prayer mat', 'doormat, welcome mat']"
6303,"['a red and white plane flying over a building .', 'a red and white plane flying over a building', 'a red and white plane flying in the sky']","['scoreboard', 'crane']"
6304,"['a couple of men standing next to each other .', 'a couple of men standing next to each other holding tennis racquets .', 'a couple of men standing next to each other holding racquets .']","['vestment', 'lab coat, laboratory coat']"
6305,"['a statue of a man with a hat on .', 'a statue of a man with a hat on', 'a statue of a man in a hat and hat .']","['mask', 'vestment']"
6306,"['a close up of a plate of food with broccoli', 'a close up of a plate of food containing broccoli .', 'a close up of a plate of food containing broccoli']","['ear, spike, capitulum', 'corn']"
6307,"['a close up of a person holding a pair of scissors', 'a close up of a stuffed animal on a table', 'a close up of a stuffed animal on a bed']",['mask']
6308,"['a man is holding a frisbee in a field', 'a man is holding a frisbee in a field .', 'a young man holding a white frisbee on top of a field .']",['soccer ball']
6309,"['a street sign on the side of a road .', 'a street sign on the side of the road .', 'a street sign on the side of the road']","['street sign', 'worm fence, snake fence, snake-rail fence, Virginia fence']"
6310,"['a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a blue bench .', 'a group of people sitting on a bench next to a train .']","['tricycle, trike, velocipede', 'jinrikisha, ricksha, rickshaw']"
6311,"['a close up of a person holding a banana', 'a close up of a person holding a bunch of bananas', 'a close up of a person holding a bunch of green bananas']","['bell pepper', 'fig']"
6312,"['a woman sitting on a couch in a living room .', 'a man sitting on a couch in a living room .', 'a man sitting on a couch in a living room']","['punching bag, punch bag, punching ball, punchball', 'vestment']"
6313,"['a close up of a person holding a cell phone', 'a close up of a person holding a wii remote', 'a close up of a person holding a nintendo wii remote']","['space bar', 'hand-held computer, hand-held microcomputer']"
6314,"['a pug dog is wearing a santa hat .', 'a pug dog is wearing a santa hat', 'a dog wearing a hat and a hat .']","['pug, pug-dog']"
6315,"['a man in a suit and tie holding a cell phone .', 'a man in a suit and tie standing next to a woman .', 'a man in a suit and tie holding a cell phone']","['chimpanzee, chimp, Pan troglodytes', 'miniature pinscher']"
6316,"['a woman is holding a teddy bear in a room .', 'a woman is holding a teddy bear in her arms .', 'a woman is holding a teddy bear in her arms']","['abaya', 'comic book']"
6317,"['a herd of sheep grazing on a lush green hillside .', 'a herd of cattle grazing on a lush green hillside .', 'a herd of cattle grazing on a lush green field .']","['alp', 'valley, vale']"
6318,"['a man and a woman are standing together', 'a man in a suit and tie holding a cell phone .', 'a man in a suit and tie holding a cell phone']","['ping-pong ball', 'bow']"
6319,"['a pair of scissors sitting on top of a table .', 'a pair of scissors sitting on a table .', 'a pair of scissors sitting on top of a table']","['book jacket, dust cover, dust jacket, dust wrapper', 'clog, geta, patten, sabot']"
6320,"['a young boy brushing his teeth with a tooth brush .', 'a young boy is brushing his teeth with a toothbrush .', 'a little boy is brushing his teeth with a toothbrush .']",['oxygen mask']
6321,"['a large clock mounted to the side of a building .', 'a large clock mounted to the side of a wall .', 'a large clock mounted to the ceiling of a building .']","['vault', 'bannister, banister, balustrade, balusters, handrail']"
6322,"['a close up of a person holding a pair of scissors', 'a close up of a person holding a sign', 'a close up of a stuffed animal on a table']","['Band Aid', 'comic book']"
6323,"['a man in a baseball uniform holding a bat .', 'a man in a baseball uniform holding a baseball bat .', 'a man in a baseball uniform is holding a bat .']","['football helmet', 'ballplayer, baseball player']"
6324,"['a group of men standing next to each other .', 'a group of young men standing next to each other .', 'a group of young men standing next to each other in a room .']","['torch', 'vestment']"
6325,"['a couple of zebra standing next to each other .', 'a couple of zebra standing on top of a dirt field .', 'a couple of zebra standing next to each other on a field .']","['tiger, Panthera tigris', 'tiger cat']"
6326,"['a close up of a pair of scissors', 'a close up of a person holding a pair of scissors', 'a close up of a pair of scissors on a table']","['book jacket, dust cover, dust jacket, dust wrapper', 'packet']"
6327,"['a group of people standing next to each other .', 'a group of people standing next to each other in a field .', 'a group of people standing next to each other in front of a building .']","['comic book', 'shield, buckler']"
6328,"['a group of people standing next to each other .', 'a group of people standing on a street .', 'a group of people standing next to each other on a street .']",['cloak']
6329,"['a black and white photo of a black and white dog', 'a black and white photo of a black and white cat', 'an old black and white photo of a man and a dog']","['Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis']"
6330,"['a man in a suit and tie holding a microphone .', 'a man in a suit is holding a microphone', 'a man in a suit and tie holding a microphone']","['microphone, mike', 'stage']"
6331,"['a woman wearing a hat and a tie .', 'a woman standing in a field with a cell phone .', 'a woman wearing a hat and a tie']","['poncho', 'cardigan']"
6332,"['a man riding a wave on top of a surfboard .', 'a person riding a surf board on a wave', 'a man riding a surfboard on top of a wave .']","['snorkel', 'torch']"
6333,"['a woman in a dress and a man in a dress .', 'a woman in a dress and a man in a white dress .', 'a woman in a dress and a man in a dress']","['velvet', 'abaya']"
6334,"['a group of men standing next to each other .', 'a group of men standing next to each other on a field .', 'a group of men standing next to each other on a snow covered field .']",['sweatshirt']
6335,"['a couple of sheep standing next to each other .', 'a couple of animals that are standing in the grass .', 'a couple of sheep standing next to each other on a field .']","['tiger, Panthera tigris', 'tiger cat']"
6336,"['a female tennis player in action on the court .', 'a woman is playing tennis on a court .', 'a woman is playing tennis on a tennis court .']","['racket, racquet']"
6337,"['a close up of a person wearing a mask', 'a close up of a person wearing a tie', 'a close up of a person wearing a hat']","['wig', 'mask']"
6338,"['a group of men standing next to each other .', 'a group of men standing next to each other in a room .', 'a group of people standing around a table']","['banana', 'butcher shop, meat market']"
